League,Season,Stage,Player,Team,GP,MIN,FGM,FGA,3PM,3PA,FTM,FTA,TOV,PF,ORB,DRB,REB,AST,STL,BLK,PTS,birth_year,birth_month,birth_date,height,height_cm,weight,weight_kg,nationality,high_school,draft_round,draft_pick,draft_team,position
Hungarian-NBIA,2019 - 2020,International,Adam Toth,DEAC,21,634.0,325,135,0.556,5,0.333,50,0.595,61,72,133,33,14,16,50,56,1989,Aug,"Aug 25, 1989",6-9,206,229,104,Hungary,,,,,FC
Hungarian-NBIA,2019 - 2020,International,Bernard Thompson,KIS,20,616.0,324,113,0.423,31,0.323,67,0.77,23,66,89,70,43,3,57,66,1993,Jan,"Jan 18, 1993",6-3,191,175,79,United States / Hungary,Rockdale County High School,,,,G
Hungarian-NBIA,2019 - 2020,International,Peter Lorant,ATO,21,627.0,321,128,0.533,14,0.341,51,0.761,76,107,183,34,22,3,24,51,1985,Oct,"Oct 23, 1985",6-9,206,247,112,Hungary,,,,,F
Hungarian-NBIA,2019 - 2020,International,Eric Carter,KIS,21,627.0,320,130,0.599,0,0.0,60,0.667,54,136,190,27,10,11,29,71,1995,Sep,"Sep 28, 1995",6-9,206,235,107,United States / Switzerland,Jackson Memorial High School,,,,F
Hungarian-NBIA,2019 - 2020,International,Chris Smith,PVSK,21,587.0,314,111,0.531,30,0.361,62,0.805,29,57,86,55,10,9,20,44,1994,Mar,"Mar 8, 1994",6-4,193,210,95,United States,Center High School,,,,G
Hungarian-NBIA,2019 - 2020,International,Carlton Guyton,ALB,21,631.0,314,121,0.48,49,0.434,23,0.767,14,58,72,96,13,0,35,55,1990,Aug,"Aug 7, 1990",6-4,193,175,79,United States,Rich South High School,,,,G
Hungarian-NBIA,2019 - 2020,International,Frank Turner,EGIS,21,656.0,312,111,0.491,22,0.407,68,0.764,10,52,62,137,31,0,50,31,1988,May,"May 25, 1988",5-10,178,165,75,United States,Atlantic City High School,,,,G
Hungarian-NBIA,2019 - 2020,International,Andriy Agafonov,ZTE,21,537.0,304,112,0.659,1,0.167,79,0.823,41,96,137,27,18,17,29,74,1986,May,"May 7, 1986",6-10,208,240,109,Ukraine,,,,,F
Hungarian-NBIA,2019 - 2020,International,Remy Abell,OSE,21,626.0,303,93,0.419,27,0.267,90,0.826,8,51,59,35,19,3,33,35,1992,Aug,"Aug 17, 1992",6-4,193,195,88,United States,Eastern High School,,,,G
Hungarian-NBIA,2019 - 2020,International,Dakarai Tucker,SZO,19,584.0,297,104,0.432,55,0.379,34,0.872,17,85,102,34,31,8,40,39,1994,May,"May 13, 1994",6-5,196,195,88,United States,Serra High School,,,,GF
Hungarian-NBIA,2019 - 2020,International,Kemal Karahodzic,KTE,21,614.0,294,112,0.586,8,0.308,62,0.608,60,133,193,40,17,9,39,57,1989,Jul,"Jul 26, 1989",6-11,211,235,107,Serbia / Hungary,,,,,C
Hungarian-NBIA,2019 - 2020,International,Ramo Rizvic,OSE,21,601.0,288,99,0.458,23,0.324,67,0.859,31,69,100,50,24,0,46,45,1987,Sep,"Sep 20, 1987",6-8,203,210,95,Bosnia and Herzegovina,,,,,F
Hungarian-NBIA,2019 - 2020,International,Demetre Rivers,KIS,21,689.0,285,97,0.453,34,0.354,57,0.851,40,66,106,29,22,7,26,37,1995,Dec,"Dec 7, 1995",6-8,203,200,91,United States,Stratford High School,,,,G
Hungarian-NBIA,2019 - 2020,International,Justin Edwards,EGIS,21,561.0,284,105,0.512,22,0.324,52,0.693,35,63,98,62,37,6,43,53,1992,Oct,"Oct 31, 1992",6-4,193,200,91,Canada,Anderson Collegiate Vocational Institute,,,,G
Hungarian-NBIA,2019 - 2020,International,Veljko Budimir,PVSK,21,578.0,283,101,0.502,36,0.396,45,0.818,22,73,95,26,18,3,35,50,1985,Jan,"Jan 4, 1985",6-7,201,216,98,Croatia,,,,,SF
Hungarian-NBIA,2019 - 2020,International,Travis Taylor,EGIS,21,655.0,280,127,0.608,0,0.0,26,0.531,76,141,217,24,30,10,30,43,1990,Apr,"Apr 25, 1990",6-8,203,220,100,United States,Union High School,,,,PF
Hungarian-NBIA,2019 - 2020,International,Milos Borisov,DEAC,15,462.0,267,94,0.454,30,0.357,49,0.907,21,90,111,30,13,2,33,36,1985,Sep,"Sep 3, 1985",6-6,198,205,93,Montenegro,,,,,SF
Hungarian-NBIA,2019 - 2020,International,Orlando Coleman,ATO,16,472.0,266,98,0.476,26,0.448,44,0.721,24,85,109,20,14,2,28,24,1992,Sep,"Sep 9, 1992",6-5,196,210,95,United States,Pleasant Grove High School,,,,GF
Hungarian-NBIA,2019 - 2020,International,Jure Lalic,KAP,22,497.0,265,97,0.634,0,0.0,71,0.651,44,46,90,16,1,3,25,58,1986,Feb,"Feb 8, 1986",6-11,211,242,110,Croatia,,,,,C
Hungarian-NBIA,2019 - 2020,International,Rastko Dramicanin,KAP,22,579.0,264,87,0.435,28,0.304,62,0.886,33,62,95,12,19,10,26,52,1986,Dec,"Dec 2, 1986",6-8,203,230,104,Serbia,,,,,PF
Hungarian-NBIA,2019 - 2020,International,Milivoje Bozovic,OSE,19,520.0,264,112,0.586,5,0.109,35,0.53,71,144,215,14,17,12,23,42,1985,Dec,"Dec 15, 1985",6-9,206,207,94,Serbia,,,,,FC
Hungarian-NBIA,2019 - 2020,International,Markis McDuffie,ALB,21,498.0,262,94,0.475,20,0.29,54,0.711,42,55,97,20,16,6,36,49,1997,Sep,"Sep 6, 1997",6-8,203,218,99,United States,St. Anthony High School,,,,SF
Hungarian-NBIA,2019 - 2020,International,Darrin Govens,ALB,21,548.0,260,87,0.451,38,0.38,48,0.8,10,41,51,70,15,2,32,56,1988,Jan,"Jan 5, 1988",6-1,185,190,86,United States / Hungary,Chester High School,,,,PG
Hungarian-NBIA,2019 - 2020,International,Marko Filipovity,FAL,21,500.0,256,90,0.443,34,0.354,42,0.857,30,78,108,13,22,6,21,27,1996,Jul,"Jul 30, 1996",6-7,201,215,98,Hungary,,,,,SF
Hungarian-NBIA,2019 - 2020,International,Nemanja Aleksandrov,JAS,20,643.0,255,88,0.402,39,0.358,40,0.816,10,82,92,27,11,10,42,67,1987,Apr,"Apr 10, 1987",7-0,213,220,100,Serbia,,,,,FC
Hungarian-NBIA,2019 - 2020,International,Quincy Diggs,PVSK,19,498.0,255,89,0.543,23,0.404,54,0.684,7,62,69,49,32,9,37,41,1990,Apr,"Apr 8, 1990",6-6,198,209,95,United States / Austria,Plano East Senior High School,,,,GF
Hungarian-NBIA,2019 - 2020,International,Stefan Moody,DEAC,14,492.0,251,82,0.491,41,0.39,46,0.754,15,58,73,78,26,11,56,37,1993,Oct,"Oct 6, 1993",5-10,178,179,81,United States,Poinciana High School,,,,G
Hungarian-NBIA,2019 - 2020,International,Marko Ljubicic,ALB,21,594.0,247,69,0.39,40,0.37,69,0.758,10,111,121,124,24,0,51,58,1987,Jul,"Jul 23, 1987",6-5,196,190,86,Serbia,,,,,SG
Hungarian-NBIA,2019 - 2020,International,Zoltan Perl,FAL,18,420.0,243,76,0.455,13,0.342,78,0.848,12,43,55,73,23,4,33,32,1995,Jul,"Jul 28, 1995",6-5,196,188,85,Hungary,,,,,G
Hungarian-NBIA,2019 - 2020,International,Phillip Miller,JAS,18,541.0,238,81,0.45,15,0.224,61,0.803,8,56,64,50,32,3,38,41,1991,Oct,"Oct 5, 1991",6-1,185,171,78,United States,David W Carter High School,,,,G
Hungarian-NBIA,2019 - 2020,International,Jahenns Manigat,DEAC,21,605.0,234,67,0.36,48,0.324,52,0.852,10,76,86,74,27,2,35,59,1991,Jun,"Jun 29, 1991",6-1,185,180,82,Canada,Regional Elite Development Academy,,,,G
Hungarian-NBIA,2019 - 2020,International,Bozo Durasovic,KTE,20,543.0,227,85,0.459,36,0.379,21,0.808,24,52,76,24,5,8,14,56,1987,Aug,"Aug 7, 1987",6-7,201,220,100,Croatia / Bosnia and Herzegovina,,,,,SF
Hungarian-NBIA,2019 - 2020,International,Pancake Thomas,KTE,20,650.0,225,77,0.453,28,0.368,43,0.782,20,89,109,48,22,2,20,40,1993,Dec,"Dec 2, 1993",6-4,193,195,88,United States,Scotlandville High School,,,,G
Hungarian-NBIA,2019 - 2020,International,Stefan Balmazovic,NAT,14,477.0,221,76,0.413,38,0.362,31,0.816,10,49,59,33,16,2,30,31,1989,May,"May 28, 1989",6-8,203,216,98,Serbia,,,,,SF
Hungarian-NBIA,2019 - 2020,International,Szilard Benke,FAL,21,516.0,219,76,0.475,33,0.398,34,0.756,12,39,51,56,20,1,27,52,1995,May,"May 22, 1995",6-5,196,175,79,Hungary,,,,,F
Hungarian-NBIA,2019 - 2020,International,Zsolt Szabo,ZTE,21,565.0,217,84,0.522,18,0.353,31,0.738,39,107,146,23,16,7,31,75,1986,Apr,"Apr 22, 1986",6-6,198,220,100,Hungary,,,,,F
Hungarian-NBIA,2019 - 2020,International,Andrija Ciric,PVSK,21,430.0,217,72,0.474,19,0.333,54,0.73,15,54,69,18,17,3,25,51,1980,Dec,"Dec 28, 1980",6-7,201,198,90,Bosnia and Herzegovina,,,,,F
Hungarian-NBIA,2019 - 2020,International,Eric Washington,OSE,13,368.0,216,75,0.466,17,0.327,49,0.925,14,34,48,66,28,0,31,15,1993,Jun,"Jun 23, 1993",6-0,183,185,84,United States,Keenan High School,,,,PG
Hungarian-NBIA,2019 - 2020,International,Roland Hendlein,KAP,22,628.0,212,88,0.553,16,0.39,20,0.571,55,139,194,43,17,16,28,63,1986,Jan,"Jan 18, 1986",6-7,201,225,102,Hungary,,,,,F
Hungarian-NBIA,2019 - 2020,International,Milos Milisavljevic,NAT,17,508.0,208,74,0.443,32,0.444,28,0.636,18,63,81,62,20,2,42,52,1993,Sep,"Sep 7, 1993",6-4,193,202,92,Serbia,,,,,PG
Hungarian-NBIA,2019 - 2020,International,Tauras Jogela,KIS,14,343.0,196,64,0.492,10,0.323,58,0.773,17,47,64,23,17,2,25,31,1993,May,"May 2, 1993",6-7,201,198,90,Lithuania,,,,,GF
Hungarian-NBIA,2019 - 2020,International,Slaven Cupkovic,ALB,21,496.0,192,67,0.411,36,0.356,22,0.815,13,44,57,25,7,2,36,62,1988,Jun,"Jun 23, 1988",6-9,206,231,105,Bosnia and Herzegovina / Serbia,,,,,PF
Hungarian-NBIA,2019 - 2020,International,Quinton Hooker,FAL,21,440.0,191,64,0.43,26,0.406,37,0.86,13,38,51,58,29,3,23,42,1995,Jan,"Jan 22, 1995",6-0,183,205,93,United States,Park Center Senior High School,,,,G
Hungarian-NBIA,2019 - 2020,International,Benedek Varadi,FAL,21,436.0,191,72,0.416,24,0.296,23,0.821,31,64,95,52,28,6,19,40,1995,Feb,"Feb 5, 1995",6-5,196,202,92,Hungary,,,,,F
Hungarian-NBIA,2019 - 2020,International,Marton Molnar,ALB,21,433.0,185,82,0.667,0,0.0,21,0.778,60,68,128,9,15,5,11,54,1994,Jan,"Jan 7, 1994",6-8,203,232,105,Hungary,,,,,PF
Hungarian-NBIA,2019 - 2020,International,Luka Markovic,ALB,16,416.0,180,65,0.458,9,0.22,41,0.82,15,72,87,25,12,1,18,44,1993,Sep,"Sep 3, 1993",6-5,196,200,91,Serbia / Hungary,,,,,GF
Hungarian-NBIA,2019 - 2020,International,Djordje Pantelic,JAS,21,641.0,180,72,0.5,8,0.205,28,0.56,35,92,127,34,11,20,33,67,1984,Jul,"Jul 8, 1984",6-9,206,250,113,Serbia,,,,,PF
Hungarian-NBIA,2019 - 2020,International,Csaba Ferencz,EGIS,21,515.0,178,61,0.452,44,0.427,12,0.632,4,51,55,15,11,7,14,38,1985,May,"May 24, 1985",6-5,196,209,95,Hungary,,,,,G
Hungarian-NBIA,2019 - 2020,International,Damarcus Harrison,DEAC,21,452.0,174,71,0.406,21,0.309,11,0.733,16,51,67,36,25,3,27,43,1992,Jan,"Jan 1, 1992",6-4,193,205,93,United States,Christ School,,,,SG
Hungarian-NBIA,2019 - 2020,International,Justin Bibbins,ZTE,11,354.0,174,51,0.447,20,0.351,52,0.981,6,17,23,54,7,0,21,37,1996,Jan,"Jan 23, 1996",5-8,173,150,68,United States,Bishop Montgomery High School,,,,G
Hungarian-NBIA,2019 - 2020,International,Juvonte Reddic,FAL,19,399.0,167,71,0.597,0,0.0,25,0.568,42,62,104,19,18,9,30,46,1992,May,"May 23, 1992",6-9,206,250,113,United States,Quality Education Academy,,,,F
Hungarian-NBIA,2019 - 2020,International,Aleksa Brbaklic,JAS,18,439.0,166,60,0.508,6,0.25,40,0.667,35,59,94,37,14,0,31,30,1995,Oct,"Oct 14, 1995",6-5,196,N/A,,Serbia / Hungary,,,,,F
Hungarian-NBIA,2019 - 2020,International,De'Quon Lake,FAL,21,375.0,163,73,0.745,0,0.0,17,0.63,36,90,126,11,6,19,17,47,1997,Mar,"Mar 22, 1997",6-10,208,225,102,United States,Menchville High School,,,,FC
Hungarian-NBIA,2019 - 2020,International,Nemanja Krstic,SZO,19,502.0,160,55,0.396,17,0.274,33,0.767,26,34,60,18,9,4,22,49,1993,Mar,"Mar 2, 1993",6-8,203,183,83,Serbia,,,,,SF
Hungarian-NBIA,2019 - 2020,International,Bradley Hayes,OSE,16,309.0,158,72,0.554,0,0.0,14,0.5,26,65,91,11,3,16,21,38,1994,Aug,"Aug 26, 1994",7-0,213,275,125,United States,Sandalwood High School,,,,C
Hungarian-NBIA,2019 - 2020,International,Zarko Djuric,ZTE,20,490.0,156,58,0.384,19,0.268,21,0.553,28,68,96,19,12,4,28,52,1989,Aug,"Aug 24, 1989",6-6,198,209,95,Serbia,,,,,SF
Hungarian-NBIA,2019 - 2020,International,Milan Csorvasi,ALB,21,325.0,155,60,0.638,0,0.0,35,0.875,32,40,72,18,8,6,17,45,1988,Apr,"Apr 23, 1988",6-10,208,253,115,Hungary,,,,,C
Hungarian-NBIA,2019 - 2020,International,James Kinney,KIS,13,385.0,154,56,0.378,16,0.271,26,0.788,8,43,51,54,21,2,37,37,1990,Oct,"Oct 10, 1990",6-2,188,180,82,United States,Centennial High School,,,,G
Hungarian-NBIA,2019 - 2020,International,Andras Rujak,PVSK,20,580.0,150,55,0.414,18,0.36,22,0.759,9,44,53,54,13,4,32,38,1988,Jul,"Jul 30, 1988",6-2,188,176,80,Hungary,,,,,G
Hungarian-NBIA,2019 - 2020,International,Mate Pongo,PVSK,19,506.0,147,53,0.376,25,0.347,16,0.8,10,63,73,72,24,0,24,48,1993,Dec,"Dec 15, 1993",6-1,185,178,81,Hungary,,,,,PG
Hungarian-NBIA,2019 - 2020,International,Balint Horti,PVSK,20,338.0,144,55,0.487,7,0.28,27,0.675,24,36,60,13,9,2,31,68,1989,Oct,"Oct 26, 1989",6-9,206,243,110,Hungary,,,,,PF
Hungarian-NBIA,2019 - 2020,International,Erjon Kastrati,EGIS,18,355.0,143,48,0.429,14,0.28,33,0.647,12,21,33,23,15,1,28,34,1994,Dec,"Dec 30, 1994",6-5,196,190,86,Slovenia / Kosovo,,,,,GF
Hungarian-NBIA,2019 - 2020,International,Ron Curry,FAL,16,403.0,143,56,0.412,21,0.288,10,0.833,11,28,39,60,14,4,15,32,1993,Jul,"Jul 12, 1993",6-4,193,190,86,United States,Paul VI High School,,,,G
Hungarian-NBIA,2019 - 2020,International,Justin Jackson,ATO,18,372.0,141,59,0.48,4,0.211,19,0.432,40,76,116,24,26,24,31,69,1990,Oct,"Oct 13, 1990",6-8,203,225,102,United States,Arlington Country Day School ,,,,F
Hungarian-NBIA,2019 - 2020,International,Zoltan Supola,KIS,19,444.0,140,49,0.454,10,0.27,32,0.744,6,42,48,35,10,1,17,55,1988,Feb,"Feb 11, 1988",6-4,193,190,86,Hungary,,,,,SG
Hungarian-NBIA,2019 - 2020,International,Aleksandar Ponjavic,KAP,19,482.0,139,47,0.373,17,0.288,28,0.651,23,85,108,35,14,7,26,50,1991,Mar,"Mar 3, 1991",6-4,193,190,86,Serbia,,,,,GF
Hungarian-NBIA,2019 - 2020,International,Speedy Smith,SZO,12,358.0,137,50,0.413,14,0.298,23,0.742,9,46,55,84,19,2,32,41,1993,Jan,"Jan 28, 1993",6-3,191,180,82,United States,Boca Ciega High School,,,,G
Hungarian-NBIA,2019 - 2020,International,Akos Kovacs,ATO,18,439.0,134,48,0.41,19,0.317,19,0.864,12,29,41,54,12,0,24,34,1988,Aug,"Aug 16, 1988",6-0,183,168,76,Hungary,,,,,PG
Hungarian-NBIA,2019 - 2020,International,Mate Mohacsi,OSE,20,348.0,125,41,0.423,21,0.344,22,0.846,4,26,30,22,5,0,8,49,1990,May,"May 18, 1990",6-4,193,185,84,Hungary,,,,,GF
Hungarian-NBIA,2019 - 2020,International,DeVaughn Washington,FAL,19,336.0,125,44,0.444,21,0.389,16,0.533,14,47,61,11,18,2,32,54,1989,Mar,"Mar 29, 1989",6-8,203,225,102,United States,Kempsville High School,,,,F
Hungarian-NBIA,2019 - 2020,International,Mate Illes,OSE,20,324.0,117,45,0.369,20,0.303,7,0.438,5,21,26,36,11,0,18,39,1995,Jun,"Jun 6, 1995",6-2,188,152,69,Hungary,,,,,PG
Hungarian-NBIA,2019 - 2020,International,Re'mon Nelson,JAS,12,351.0,116,44,0.301,14,0.23,14,0.667,6,23,29,33,13,0,24,23,1990,Aug,"Aug 23, 1990",5-9,175,175,79,United States,Canal Winchester High School,,,,G
Hungarian-NBIA,2019 - 2020,International,Kristof Bognar,DEAC,21,332.0,110,40,0.44,6,0.25,24,0.828,33,61,94,26,14,8,13,38,1994,Nov,"Nov 27, 1994",6-8,203,205,93,Hungary,,,,,FC
Hungarian-NBIA,2019 - 2020,International,Laszlo Polyak,DEAC,21,382.0,106,39,0.448,19,0.413,9,0.563,13,30,43,22,15,3,15,58,1993,May,"May 28, 1993",6-3,191,218,99,Hungary,,,,,SG
Hungarian-NBIA,2019 - 2020,International,Boris Krnjajski,KAP,22,433.0,98,35,0.347,13,0.228,15,0.652,14,45,59,37,18,3,23,48,1998,Oct,"Oct 31, 1998",6-3,191,190,86,Serbia / Hungary,,,,,G
Hungarian-NBIA,2019 - 2020,International,Mate Meszaros,JAS,20,404.0,88,37,0.37,9,0.209,5,0.833,10,39,49,11,8,5,15,47,1992,Jun,"Jun 17, 1992",6-4,193,190,86,Hungary,,,,,G
Hungarian-NBIA,2019 - 2020,International,Balazs Kerpel-Fronius,NAT,22,409.0,88,29,0.387,14,0.28,16,0.842,15,19,34,18,14,2,13,50,1992,Sep,"Sep 15, 1992",6-4,193,188,85,Hungary,,,,,SG
Hungarian-NBIA,2019 - 2020,International,Krisztofer Durazi,EGIS,18,206.0,85,32,0.561,6,0.261,15,0.682,13,25,38,13,8,2,10,33,1998,Oct,"Oct 13, 1998",6-7,201,180,82,Hungary,,,,,F
Hungarian-NBIA,2019 - 2020,International,Gabor Rudner,SZO,21,351.0,82,30,0.366,19,0.306,3,0.6,21,14,35,22,16,0,17,59,1998,Mar,"Mar 1, 1998",6-6,198,198,90,Hungary,,,,,SF
Hungarian-NBIA,2019 - 2020,International,Gaspar Kerpel-Fronius,NAT,13,311.0,81,29,0.433,4,0.25,19,0.792,8,31,39,43,7,0,10,28,1998,Aug,"Aug 10, 1998",6-3,191,184,83,Hungary,,,,,PG
Hungarian-NBIA,2019 - 2020,International,Raphiael Putney,ATO,11,215.0,79,32,0.432,10,0.278,5,0.333,8,40,48,12,10,15,19,25,1990,Apr,"Apr 21, 1990",6-10,208,185,84,United States,Woodbridge High School,,,,F
Hungarian-NBIA,2019 - 2020,International,Peter Zsiros,OSE,21,279.0,78,26,0.371,20,0.377,6,0.75,9,19,28,4,6,2,12,36,1994,Jun,"Jun 22, 1994",6-7,201,198,90,Hungary,,,,,F
Hungarian-NBIA,2019 - 2020,International,Adam Wirth,NAT,14,352.0,77,28,0.354,10,0.263,11,0.579,3,22,25,27,7,0,27,37,1993,Mar,"Mar 22, 1993",6-2,188,163,74,Hungary,,,,,SG
Hungarian-NBIA,2019 - 2020,International,Peter Kovacs,SZO,20,346.0,73,26,0.413,8,0.258,13,0.65,11,26,37,14,12,0,15,43,1988,Oct,"Oct 25, 1988",6-2,188,176,80,Hungary,,,,,SG
Hungarian-NBIA,2019 - 2020,International,Demetris Morant,SZO,10,216.0,69,33,0.623,0,0.0,3,0.5,29,34,63,6,9,7,12,22,1992,Aug,"Aug 20, 1992",6-9,206,209,95,United States,Bishop Gorman High School,,,,PF
Hungarian-NBIA,2019 - 2020,International,Akos Garamvolgyi,OSE,21,390.0,67,25,0.431,6,0.353,11,0.579,24,49,73,7,9,3,15,42,1994,Jan,"Jan 28, 1994",6-7,201,232,105,Hungary,,,,,F
Hungarian-NBIA,2019 - 2020,International,Bence Rujak,JAS,20,285.0,67,29,0.377,5,0.278,4,0.308,4,21,25,20,8,0,25,46,1995,Feb,"Feb 13, 1995",6-4,193,180,82,Hungary,,,,,PG
Hungarian-NBIA,2019 - 2020,International,Akos Vagvolgyi,NAT,15,236.0,60,19,0.388,15,0.417,7,0.636,6,17,23,19,7,0,15,33,1996,Jul,"Jul 28, 1996",6-4,193,190,86,Hungary,,,,,SG
Hungarian-NBIA,2019 - 2020,International,Kristof Simon,ZTE,21,270.0,59,16,0.333,5,0.208,22,0.688,7,18,25,33,12,1,24,43,1994,Sep,"Sep 16, 1994",6-0,183,184,83,Hungary,,,,,PG
Hungarian-NBIA,2019 - 2020,International,Norbert Takacs,KIS,20,491.0,58,19,0.25,14,0.241,6,0.857,12,37,49,21,12,0,10,35,1990,Jul,"Jul 29, 1990",6-6,198,203,92,Hungary,,,,,GF
Hungarian-NBIA,2019 - 2020,International,Marko Krivacevics,FAL,17,172.0,57,21,0.404,5,0.333,10,0.5,16,17,33,6,3,2,4,28,1996,Nov,"Nov 7, 1996",6-10,208,205,93,Hungary,Nikola Telsa Secondary School ,,,,PF
Hungarian-NBIA,2019 - 2020,International,Csanad Antoni,PVSK,17,190.0,57,23,0.469,11,0.367,0,0.0,3,16,19,1,7,0,2,14,1996,Apr,"Apr 23, 1996",6-4,193,198,90,Hungary,,,,,GF
Hungarian-NBIA,2019 - 2020,International,Levente Juhos,SZO,12,228.0,57,24,0.407,4,0.308,5,0.5,15,40,55,24,8,11,11,43,1991,Jun,"Jun 7, 1991",6-10,208,220,100,Hungary,,,,,PF
Hungarian-NBIA,2019 - 2020,International,Gergely Baki,KAP,21,297.0,56,20,0.351,12,0.343,4,0.8,5,24,29,15,5,1,9,45,1987,Jan,"Jan 26, 1987",6-4,193,176,80,Hungary,,,,,SF
Hungarian-NBIA,2019 - 2020,International,Adam Revesz,KTE,21,223.0,54,24,0.615,0,0.0,6,0.6,24,29,53,11,2,2,15,54,1995,Aug,"Aug 2, 1995",6-8,203,215,98,Hungary,,,,,FC
Hungarian-NBIA,2019 - 2020,International,Akos Nemeth,EGIS,18,230.0,54,20,0.303,1,0.045,13,0.684,8,14,22,14,13,4,15,36,1998,Dec,"Dec 19, 1998",6-5,196,180,82,Hungary,,,,,SF
Hungarian-NBIA,2019 - 2020,International,Raul Kis,ATO,21,301.0,52,18,0.4,10,0.323,6,0.857,7,29,36,8,8,9,5,49,1996,Sep,"Sep 27, 1996",6-9,206,176,80,Hungary,,,,,G
Hungarian-NBIA,2019 - 2020,International,Godwin Ekene Omenaka,DEAC,16,131.0,49,22,0.647,0,0.0,5,0.556,10,22,32,0,6,2,13,30,2000,Oct,"Oct 9, 2000",6-9,206,218,99,Nigeria,,,,,C
Hungarian-NBIA,2019 - 2020,International,Norbert Toth,SZO,18,284.0,48,19,0.422,0,0.0,10,0.526,13,48,61,15,8,0,10,39,1986,Sep,"Sep 4, 1986",6-7,201,218,99,Hungary,,,,,FC
Hungarian-NBIA,2019 - 2020,International,Peter Doktor,ZTE,20,277.0,47,17,0.378,6,0.25,7,0.778,5,18,23,12,5,0,14,40,1998,Mar,"Mar 23, 1998",6-3,191,174,79,Hungary,,,,,PG
Hungarian-NBIA,2019 - 2020,International,Chester Lewis,KTE,20,273.0,44,16,0.372,6,0.333,6,0.429,7,24,31,35,8,2,21,43,1998,Jan,"Jan 19, 1998",6-3,191,185,84,Hungary,,,,,PG
Hungarian-NBIA,2019 - 2020,International,Balazs Peringer,JAS,17,157.0,42,18,0.667,0,0.0,6,0.5,11,16,27,5,1,5,8,22,1996,Mar,"Mar 26, 1996",6-11,211,207,94,Hungary,,,,,C
Hungarian-NBIA,2019 - 2020,International,Bence Buzas,JAS,15,202.0,40,15,0.375,6,0.25,4,0.667,9,24,33,7,12,1,6,18,1997,Dec,"Dec 23, 1997",6-4,193,N/A,,Hungary,,,,,G
Hungarian-NBIA,2019 - 2020,International,Oliver Biro,FAL,15,179.0,39,15,0.313,9,0.273,0,0.0,4,27,31,9,6,0,6,25,1993,Aug,"Aug 2, 1993",6-4,193,200,91,Hungary,,,,,SG
Hungarian-NBIA,2019 - 2020,International,Adam Somogyi,DEAC,13,124.0,36,15,0.417,5,0.278,1,0.5,3,9,12,16,4,1,6,24,2000,Jun,"Jun 30, 2000",6-6,198,180,82,Hungary,,,,,SG
Hungarian-NBIA,2019 - 2020,International,Milan Gulyas,ZTE,19,223.0,35,14,0.412,4,0.308,3,0.75,7,25,32,9,10,1,8,42,1998,Jun,"Jun 18, 1998",6-3,191,172,78,Hungary,,,,,G
Hungarian-NBIA,2019 - 2020,International,Norbert Lukacs,ALB,14,139.0,33,15,0.577,3,0.333,0,0.0,5,21,26,9,4,5,3,20,2001,May,"May 18, 2001",6-5,196,163,74,Hungary,,,,,SG
Hungarian-NBIA,2019 - 2020,International,Attila Demeter,OSE,19,213.0,30,12,0.333,1,0.071,5,0.625,4,17,21,11,6,1,10,35,1997,Jan,"Jan 31, 1997",6-6,198,195,88,Hungary,,,,,SF
Hungarian-NBIA,2019 - 2020,International,Martin Bago,ZTE,14,93.0,28,10,0.526,0,0.0,8,0.615,9,4,13,1,1,3,5,21,1996,Sep,"Sep 17, 1996",6-9,206,210,95,Hungary,,,,,C
Hungarian-NBIA,2019 - 2020,International,Adam Olasz,NAT,17,115.0,25,10,0.455,0,0.0,5,0.714,7,11,18,2,2,1,8,17,1996,Nov,"Nov 27, 1996",6-7,201,231,105,Hungary,,,,,F
Hungarian-NBIA,2019 - 2020,International,Kristof Takacs,EGIS,15,138.0,25,9,0.333,5,0.278,2,1.0,1,9,10,8,3,2,6,23,2002,Nov,"Nov 30, 2002",6-5,196,187,85,Hungary,,,,,G
Hungarian-NBIA,2019 - 2020,International,Levente Biro,PVSK,11,82.0,25,8,0.296,2,0.222,7,1.0,2,6,8,13,7,0,5,15,1998,Aug,"Aug 11, 1998",5-11,180,167,76,Hungary,,,,,PG
Hungarian-NBIA,2019 - 2020,International,David Anda,OSE,12,53.0,24,7,0.5,0,0.0,10,0.625,5,4,9,0,1,0,5,13,1998,Jan,"Jan 14, 1998",6-11,211,205,93,Hungary,,,,,C
Hungarian-NBIA,2019 - 2020,International,Janos Velkey,ATO,14,128.0,23,8,0.333,7,0.35,0,0.0,2,4,6,2,2,0,2,12,1995,Sep,"Sep 16, 1995",6-4,193,174,79,Hungary,,,,,SG
Hungarian-NBIA,2019 - 2020,International,Daniel Molnar,KTE,11,93.0,22,8,0.364,4,0.364,2,1.0,0,3,3,3,3,0,7,15,1998,May,"May 29, 1998",6-2,188,198,90,Hungary,,,,,G
Hungarian-NBIA,2019 - 2020,International,Viktor Werner,KIS,16,109.0,22,10,0.714,0,0.0,2,0.333,5,12,17,3,3,2,6,18,1999,May,"May 3, 1999",6-7,201,208,94,Hungary,,,,,PF
Hungarian-NBIA,2019 - 2020,International,Daniel Kucsera,KTE,15,133.0,19,8,0.5,2,0.25,1,0.333,2,17,19,10,2,1,3,32,1999,Sep,"Sep 30, 1999",6-7,201,208,94,Hungary,,,,,F
